Datetime,Tweet Id,Text,Username,url,replyCount,retweetCount,likeCount,lang
2021-10-28 20:30:00+00:00,1453821371209945093,Have you checked out #TheArchiveUnboxed yet? Discover the hidden secrets behind your favorite horror movies. Watch now! https://t.co/nIJeKNAOKC,WBHomeEnt,https://twitter.com/WBHomeEnt/status/1453821371209945093,5,1,28,en
2021-10-27 18:30:09+00:00,1453428821445779470,"#TheArchiveUnboxed is now streaming on the Warner Bros. Entertainment YouTube Channel, hosted by @Tiffany_Smith! Discover the magic behind your favorite @WBPictures, @HBOMax, and @NewLineCinema movies — watch now: https://t.co/nIJeKNAOKC https://t.co/pICnpoJT5d",WBHomeEnt,https://twitter.com/WBHomeEnt/status/1453428821445779470,16,50,450,en
2021-10-27 17:36:59+00:00,1453415443235016712,"The man. The myth. The legend. We're celebrating #50YearsofClintEastwood and his filmmaking with Warner Bros. Studio — what's your favorite Eastwood film?

Own the 9-part documentary series, Clint Eastwood: A Cinematic Legacy on Digital 11/5 - https://t.co/eeNTtutwp3 https://t.co/PSA4XCgsKD",WBHomeEnt,https://twitter.com/WBHomeEnt/status/1453415443235016712,10,16,87,en
2021-10-26 20:00:16+00:00,1453089115608584192,"The Exorcist — originally released in 1973, directed by William Friedkin and based on the novel by William Peter Blatty — is regarded as one of the scariest films ever made. Will you be watching with the lights off this year? https://t.co/E5sCKdOtM7",WBHomeEnt,https://twitter.com/WBHomeEnt/status/1453089115608584192,10,14,106,en
2021-10-26 18:37:34+00:00,1453068302100701191,"King Shark is ready for action... well, mostly ready. #TheSuicideSquad is now available to own on Digital and 4K Ultra HD! https://t.co/4ytf7DQejL",WBHomeEnt,https://twitter.com/WBHomeEnt/status/1453068302100701191,10,15,134,en
2021-10-26 16:00:15+00:00,1453028711029161996,"Discover the props. Meet the artists. Learn the truth. Stay tuned for your favorite artifacts from @wbpictures, @hbomax, and @newlinecinema — #TheArchiveUnboxed debuts on the Warner Bros. Entertainment YouTube channel tomorrow, hosted by @Tiffany_Smith! https://t.co/YcwUxH9nmh",WBHomeEnt,https://twitter.com/WBHomeEnt/status/1453028711029161996,19,78,670,en
2021-10-25 20:40:22+00:00,1452736816050757635,"Witness the unspeakable horror. Get early access to #MalignantMovie. Own it now.
https://t.co/snCzPllpNt https://t.co/lCaPCuE8jy",WBHomeEnt,https://twitter.com/WBHomeEnt/status/1452736816050757635,5,5,56,en
2021-10-25 18:05:39+00:00,1452697880574275589,"Halloween is lurking around the corner — time for a revisit of The Conjuring, the first film in The Conjuring Universe. What do you appreciate most about the Warrens' first case? https://t.co/u4xpSp8BgG",WBHomeEnt,https://twitter.com/WBHomeEnt/status/1452697880574275589,11,11,143,en
2021-10-22 21:00:14+00:00,1451654652789993479,"""I'm going on an adventure!"" Witness the full story of Bilbo Baggins with the Middle-earth 6 Film Ultimate Collector's Edition, containing both The Hobbit and The Lord of the Rings trilogies, available to own on Digital and 4K Ultra HD 11/16. https://t.co/ReMhFt1JXq",WBHomeEnt,https://twitter.com/WBHomeEnt/status/1451654652789993479,9,31,135,en
2021-10-22 18:00:12+00:00,1451609345268060191,"A new vision of terror. Get early access to #MalignantMovie. Own it now.
https://t.co/snCzPllpNt https://t.co/pZ1yfJpYvt",WBHomeEnt,https://twitter.com/WBHomeEnt/status/1451609345268060191,9,9,65,en
2021-10-21 20:00:39+00:00,1451277272913154052,"Trick 'r Treat, written and directed by Michael Dougherty, first released in 2007 and has since become a beloved cult classic. 🎃 What's your favorite scene in this horror-comedy? https://t.co/sJ0UixG1Vm",WBHomeEnt,https://twitter.com/WBHomeEnt/status/1451277272913154052,7,10,105,en
